dormitorios,baños,pies_cuadrados_vivienda,pisos,pies_cuadrados_sin_sotano,pies_cuadrados_sótano,pies_cuadrados_vivienda_15,precio,estado,frente_al_mar,vista,código_postal
3,2.5,3130,2.0,3130,0,2860,843000,3,0,0,98052
2,2.0,1270,3.0,1270,0,1610,438000,3,0,0,98115
3,1.75,2120,1.0,1540,580,2460,578000,3,0,2,98146
3,1.5,1670,1.0,1670,0,2077,227950,5,0,0,98001
3,2.25,2070,2.0,2070,0,1890,196000,3,0,0,98001
2,1.0,1420,1.0,1070,350,2400,641000,3,0,0,98105
3,1.5,1250,1.0,1250,0,1930,350000,4,0,0,98038
3,1.0,940,1.0,940,0,1150,205000,4,0,0,98032
3,1.75,1920,1.0,1920,0,1920,400000,3,0,0,98072
3,2.5,3545,1.0,2610,935,3630,1030000,3,0,0,98027
3,2.0,1260,1.0,1260,0,1510,505000,3,0,0,98034
5,2.5,2340,1.0,1300,1040,1930,475000,3,0,0,98034
3,2.25,2590,1.0,1440,1150,2580,520000,5,0,0,98028
3,1.75,1220,1.0,1220,0,1630,333500,3,0,0,98011
3,1.0,1400,1.0,1400,0,1230,232000,4,0,0,98038
3,2.75,2360,1.0,1710,650,2120,691100,4,0,0,98006
3,1.75,1870,1.0,1870,0,1900,811000,4,0,0,98040
3,2.5,2830,2.0,2830,0,2500,551000,3,0,0,98028
3,2.5,2260,2.0,2260,0,2350,496500,3,0,0,98072
3,3.0,1970,2.0,1770,200,2280,705000,4,1,3,98070
4,2.5,3140,1.0,1770,1370,2460,578000,5,0,2,98055
3,1.75,1240,1.0,1240,0,1490,255000,5,0,0,98042
4,3.5,3450,2.0,3450,0,3220,1050000,3,0,0,98006
3,2.25,2570,2.0,2570,0,2400,348000,4,0,0,98042
3,2.0,1510,2.0,1510,0,1570,230000,3,0,0,98031
4,2.25,2390,2.0,2390,0,2480,359500,3,0,0,98023
3,1.0,980,1.0,980,0,1220,330000,3,0,0,98133
1,0.75,430,1.0,430,0,1200,80000,2,0,0,98014
3,1.75,1480,1.0,1480,0,1480,465000,3,0,0,98133
4,2.5,1850,2.0,1850,0,2100,325000,3,0,0,98042
3,2.0,2270,1.0,1920,350,1770,340500,4,0,0,98168
3,2.5,1810,2.0,1810,0,1810,342500,3,0,0,98038
2,2.0,1610,2.0,1610,0,1310,290900,3,0,0,98178
3,4.25,3840,2.0,3840,0,3230,868700,3,0,0,98074
4,2.75,3390,2.0,3390,0,3390,859900,3,0,0,98074
4,2.25,1890,2.0,1890,0,1580,520000,3,0,0,98029
3,2.5,1610,2.0,1080,530,1610,460000,3,0,2,98118
3,1.5,1050,1.0,850,200,1770,438924,3,0,0,98115
2,1.0,630,1.0,630,0,1420,315000,3,0,0,98126
4,2.75,2910,1.0,1780,1130,2920,590000,3,0,2,98033
4,1.75,1700,1.0,850,850,1620,378500,3,0,0,98006
3,2.5,1950,2.0,1950,0,2350,328500,4,0,0,98042
3,3.0,2990,2.0,2990,0,2230,849950,4,0,0,98005
3,1.5,1350,1.0,900,450,1730,525000,3,0,2,98136
4,2.5,2160,1.0,1460,700,2060,295000,4,0,0,98023
6,3.5,4860,2.0,3860,1000,3600,1070000,3,0,0,98006
2,2.0,890,1.0,890,0,1860,207950,3,0,0,98118
4,2.75,2810,2.0,2810,0,2820,699900,3,0,0,98075
4,1.5,1580,1.0,960,620,1560,452000,4,0,0,98052
3,2.0,1680,1.0,1680,0,1680,370000,4,0,1,98055
3,1.75,1300,1.0,1300,0,1300,232000,5,0,0,98042
5,2.5,2820,2.0,2380,440,1910,669950,4,0,0,98034
3,2.0,1510,1.0,1070,440,1660,397500,3,0,0,98034
2,2.5,1230,2.0,870,360,1240,490000,3,0,0,98112
4,2.0,2110,2.0,1710,400,1440,725000,3,0,0,98116
3,2.75,3080,1.0,1610,1470,2424,299000,4,0,2,98032
2,1.5,1490,1.5,1190,300,1590,625000,4,0,0,98116
3,2.5,2120,2.0,2120,0,2530,437500,3,0,0,98065
4,2.5,3180,2.0,3180,0,3030,650000,3,0,0,98065
2,1.0,1490,1.0,860,630,1460,475000,3,0,0,98117
3,2.0,1930,1.0,1930,0,2200,342000,4,0,0,98042
3,1.5,1670,1.0,1670,0,1930,280000,4,0,0,98055
2,1.75,1330,1.0,1330,0,1450,240000,3,0,0,98188
3,1.0,1210,1.5,1210,0,1640,529000,4,0,0,98107
3,1.0,1190,1.0,1030,160,1690,442000,4,0,0,98136
2,1.0,1540,1.0,820,720,1420,615000,4,0,0,98119
4,1.75,2430,1.0,1580,850,1980,585000,4,0,0,98052
4,2.5,2600,2.0,2600,0,2830,480000,3,0,0,98059
5,3.5,4410,2.0,4410,0,2900,1100000,4,0,0,98053
4,1.0,1330,1.5,1330,0,1220,290000,3,0,0,98133
3,1.75,1900,1.0,950,950,1770,615000,5,0,0,98116
2,1.0,1100,1.0,1100,0,1460,300000,4,0,0,98133
3,1.0,1980,1.5,1580,400,1860,308000,3,0,0,98030
3,2.5,2400,2.0,2400,0,2080,750000,3,0,0,98033
4,3.25,3180,2.0,3180,0,2200,890000,3,0,0,98059
3,1.0,1190,1.0,1190,0,1190,288000,5,0,0,98058
2,1.0,630,1.0,630,0,1470,190000,3,0,0,98178
5,3.0,2530,1.0,1520,1010,2290,515000,3,0,0,98133
4,1.5,1690,1.0,1690,0,1690,235000,4,0,0,98055
2,1.0,940,1.0,940,0,940,275000,3,0,0,98126
2,2.0,1240,1.0,1240,0,1380,727500,4,0,0,98004
4,2.5,3040,2.0,3040,0,2740,650000,3,0,0,98053
4,1.0,1590,1.5,1590,0,1320,365000,3,0,0,98125
3,1.75,2500,1.0,2500,0,2590,662000,3,0,0,98052
3,2.5,1780,1.0,1320,460,1680,270500,3,0,0,98038
2,1.5,1360,2.0,1360,0,1360,200000,3,0,0,98092
4,3.25,4740,2.0,4740,0,3340,970000,3,0,0,98075
3,1.5,1010,1.0,1010,0,1400,160000,4,0,0,98198
3,1.0,1040,1.0,1040,0,1580,204000,4,0,0,98010
3,2.25,1610,2.0,1610,0,1780,358000,4,0,0,98058
4,1.75,1570,1.0,1570,0,1870,452000,3,0,0,98011
2,2.0,1510,1.0,1010,500,1920,595000,4,0,0,98103
3,2.0,1360,1.0,1360,0,1360,249000,3,0,0,98042
4,2.5,1970,2.0,1970,0,2230,346900,3,0,0,98055
4,2.5,1560,2.0,1560,0,1560,280000,3,0,0,98056
4,1.75,2320,1.0,2270,50,2120,318888,4,0,0,98032
3,2.25,2120,1.0,2120,0,2480,530000,3,0,0,98075
3,2.25,2120,2.0,2120,0,2120,375000,4,0,0,98031
4,2.5,3350,2.0,3350,0,3920,910000,3,0,0,98052
4,2.5,2380,2.0,2380,0,2560,782000,4,0,0,98006
2,2.0,1070,2.0,720,350,1070,259950,3,0,0,98106
4,2.75,2300,1.0,1560,740,1870,315000,4,0,0,98058
2,1.0,1320,1.0,1320,0,1190,215000,4,0,0,98168
3,1.75,2180,1.0,1140,1040,2180,705000,4,0,2,98040
3,1.75,1790,2.0,1790,0,1520,451000,3,0,0,98155
2,1.0,750,1.0,750,0,1340,261000,4,0,0,98055
3,1.5,1300,1.0,1300,0,1570,396000,5,0,0,98028
4,2.5,2990,2.0,2990,0,3715,725000,3,0,3,98059
4,1.0,1400,1.5,1400,0,1310,238000,3,0,0,98188
6,1.75,2750,2.0,2750,0,2040,750000,4,0,0,98052
4,2.5,2050,2.0,2050,0,2050,331500,3,0,0,98042
4,3.0,2230,1.0,1410,820,1960,460000,3,0,0,98065
4,2.25,2340,1.0,2340,0,2340,404950,4,0,0,98092
3,2.5,2870,2.0,2870,0,1630,880000,3,0,0,98103
4,2.5,4120,2.0,4120,0,3180,863000,3,0,0,98074
3,1.75,2080,1.0,1370,710,1870,638700,3,0,0,98005
3,2.5,1840,2.0,1840,0,1600,435000,3,0,0,98053
3,1.0,1180,1.5,1180,0,1490,260000,4,0,0,98178
5,2.75,2160,1.5,1530,630,2040,671500,5,0,0,98105
3,1.0,1180,1.5,1180,0,1440,610000,3,0,0,98109
2,0.75,1160,1.0,870,290,1870,405000,4,0,0,98014
4,2.5,1830,2.0,1830,0,1830,338900,3,0,0,98038
4,4.0,3200,2.0,3200,0,3480,720000,3,0,0,98075
5,3.0,2560,1.5,1760,800,1080,442000,4,0,0,98108
5,2.75,2550,1.5,2550,0,1590,650000,5,0,0,98122
3,1.75,1330,1.0,1040,290,1330,263500,3,0,0,98058
2,1.0,1220,1.0,1220,0,2010,300000,4,0,0,98038
3,2.5,1805,2.0,1805,0,2095,266000,3,0,0,98002
4,4.0,6050,2.5,4150,1900,2700,930000,3,0,2,98077
4,2.5,2320,2.0,2320,0,2450,530000,3,0,0,98028
3,1.0,1384,1.0,1384,0,1000,180000,4,0,0,98023
3,2.5,2720,2.0,2720,0,3180,619000,3,0,0,98065
3,1.5,1820,1.0,1820,0,1380,264000,4,0,0,98003
2,2.25,2130,1.5,1530,600,2130,730000,4,0,4,98116
4,2.25,2060,2.0,2060,0,2060,439000,3,0,0,98034
4,1.75,1420,1.0,1080,340,1500,268500,4,0,0,98031
3,1.75,1510,1.0,1510,0,1470,330000,3,0,0,98045
3,2.5,2160,1.5,1960,200,2160,640000,3,0,0,98122
3,2.5,3180,2.0,3180,0,3030,900000,4,0,0,98074
3,2.25,2110,2.0,2110,0,2470,370000,4,0,0,98038
3,2.0,2060,1.5,1330,730,1910,685000,5,0,0,98144
3,1.5,1830,1.0,1010,820,2450,505000,3,0,0,98053
3,1.75,1820,1.0,1820,0,2050,265000,4,0,0,98022
3,2.5,1610,2.0,1610,0,1610,290000,3,0,0,98055
4,2.5,1780,2.0,1780,0,2020,296000,3,0,0,98038
4,2.5,1840,2.0,1840,0,1830,360000,3,0,0,98178
3,1.75,1460,1.0,990,470,1220,240500,3,0,0,98168
2,2.5,1400,2.0,1400,0,1540,372500,3,0,0,98126
3,2.5,3370,2.0,3370,0,3330,595000,3,0,2,98045
4,3.0,3590,2.0,3590,0,2860,515000,3,0,0,98023
2,1.75,1670,1.0,1670,0,2170,507000,3,0,0,98053
4,2.0,2420,1.0,2420,0,2560,399950,3,0,0,98092
3,1.75,1430,2.0,1430,0,1560,185000,3,0,0,98010
3,1.75,1440,1.0,1440,0,1440,460000,3,0,0,98052
3,2.25,1450,2.0,1450,0,1560,435500,3,0,0,98029
4,2.75,3550,1.0,2100,1450,2050,469000,5,0,0,98188
2,3.0,1270,2.0,1110,160,1290,531000,3,0,0,98103
2,1.0,940,1.0,940,0,1150,443500,3,0,0,98177
3,2.0,1670,1.0,1300,370,1660,223000,3,0,0,98042
4,3.5,3100,2.0,2400,700,2200,590000,3,0,0,98028
2,2.5,1100,3.0,1100,0,1200,340000,3,0,0,98103
3,2.0,1870,1.0,1230,640,1780,650000,4,0,0,98199
3,2.5,1930,2.0,1930,0,2190,533600,4,0,0,98029
3,2.75,2540,2.0,2540,0,2600,695000,3,0,0,98074
3,1.75,1280,1.5,1280,0,1500,242000,4,0,0,98031
3,2.25,1820,1.0,1280,540,1810,425000,3,0,0,98125
3,2.25,1490,2.0,1490,0,1290,525000,3,0,0,98052
3,2.5,1880,2.0,1880,0,2040,485000,3,0,0,98029
3,1.0,1250,1.0,1250,0,1390,175000,3,0,0,98045
3,2.0,1440,1.0,1440,0,1700,210000,3,0,0,98092
3,2.5,1920,2.0,1920,0,1930,260000,3,0,0,98031
3,2.5,2060,1.0,1330,730,1920,577000,3,0,0,98116
3,1.5,1210,1.0,1210,0,1408,200000,4,0,0,98002
2,1.75,1760,1.0,940,820,1530,605000,4,0,0,98117
3,1.0,990,1.0,990,0,1440,325000,4,0,0,98133
3,1.0,960,1.0,820,140,1200,289500,4,0,0,98178
3,2.5,1660,3.0,1660,0,1660,559950,3,0,0,98144
3,1.75,1900,1.0,1330,570,2760,1040000,4,0,1,98115
3,2.25,1270,1.0,990,280,1920,543500,3,0,0,98199
4,2.25,3250,2.0,3250,0,3110,480000,4,0,0,98042
3,1.0,960,1.0,960,0,1080,218000,5,0,0,98022
2,1.75,1330,1.0,960,370,1620,565000,4,0,0,98199
3,1.75,2080,1.0,1600,480,1680,426700,5,0,0,98056
3,2.5,2690,1.0,2130,560,2390,650000,3,0,3,98028
2,1.0,890,1.0,770,120,1760,542000,3,0,0,98105
3,1.75,1070,1.0,1070,0,1200,415000,3,0,0,98052
3,1.0,1200,1.0,1200,0,1200,214000,4,0,0,98002
3,1.5,1360,2.0,1360,0,1220,245000,5,0,0,98188
3,2.0,2050,1.0,2050,0,2180,314500,3,0,0,98003
3,1.5,3000,2.0,2000,1000,1820,1120000,5,0,0,98116
2,2.0,1300,1.0,800,500,950,378000,3,0,0,98136
4,2.5,2250,1.0,1340,910,1540,305000,3,0,0,98001
5,2.75,3740,1.0,1980,1760,2620,595000,4,0,0,98028
3,2.5,1660,3.0,1530,130,1510,729500,3,0,1,98116
3,2.5,2360,2.0,2360,0,2360,430000,3,0,0,98065
3,1.75,1760,1.0,1150,610,1760,240000,3,0,0,98038
3,1.75,1680,1.5,1680,0,1680,545000,3,0,0,98136
3,1.75,1320,1.0,870,450,1580,530000,3,0,0,98105
1,1.0,870,1.0,870,0,1250,157000,3,0,0,98198
4,1.0,1260,1.5,1260,0,1170,425000,3,0,0,98146
3,1.0,1000,1.0,1000,0,1300,220000,3,0,0,98166
4,1.75,2020,1.0,1550,470,2520,521000,4,0,0,98077
3,1.0,1920,1.0,1120,800,2000,325000,3,0,2,98118
3,2.0,2150,1.5,1380,770,1940,597500,4,0,0,98126
3,2.5,1470,2.0,1470,0,1490,337000,3,0,0,98065
3,2.5,3180,2.0,3180,0,3000,1000000,3,0,2,98052
3,1.0,990,1.0,990,0,1250,495000,3,0,0,98105
4,3.5,2770,2.0,1970,800,2180,748000,3,0,0,98052
3,1.5,1250,1.0,1250,0,1750,888000,4,0,0,98004
3,1.75,1140,1.0,1140,0,1150,269900,3,0,0,98045
4,2.5,2250,1.0,1550,700,2090,496500,3,0,0,98027
3,2.5,1640,2.0,1640,0,1880,475000,3,0,0,98155
3,1.5,1255,3.0,1255,0,1307,312000,3,0,0,98125
3,1.0,1290,1.0,1290,0,1390,323000,3,0,0,98072
3,1.75,1300,1.0,1300,0,1890,331000,3,0,0,98059
3,1.5,1220,3.0,1220,0,1220,306000,3,0,0,98133
4,2.5,2630,3.0,2630,0,1640,655000,3,0,0,98117
3,1.5,1950,1.0,1950,0,1940,290000,4,0,0,98003
3,1.75,1550,1.0,860,690,1880,460000,4,0,0,98115
4,2.5,1700,1.0,850,850,1380,435000,4,0,0,98115
4,2.75,2510,1.0,1630,880,2390,664000,5,0,0,98006
4,1.75,1800,2.0,1800,0,2180,865000,4,0,3,98102
3,1.75,1800,1.0,1200,600,1800,385000,3,0,0,98058
3,2.25,1870,1.0,1350,520,2230,497000,3,0,0,98034
2,1.0,1010,1.0,1010,0,1150,280000,4,0,0,98045
2,1.5,1120,1.0,1120,0,1690,188000,3,0,0,98178
3,1.0,2090,1.0,1200,890,1850,478500,3,0,2,98136
3,2.0,1440,1.0,970,470,1440,222000,4,0,0,98023
4,3.0,2580,2.0,2580,0,3440,799000,3,0,0,98053
4,2.5,3190,2.0,3190,0,3250,609900,3,0,0,98038
4,3.5,2380,2.0,1750,630,1620,413000,4,0,0,98106
4,1.0,1420,1.5,1420,0,1110,400000,3,0,0,98115
5,2.75,2990,2.0,2990,0,2870,802541,3,0,0,98006
3,2.5,2680,2.0,2680,0,2430,320000,3,0,0,98023
4,2.5,2730,2.0,2730,0,2730,507000,3,0,0,98065
3,1.0,1220,1.0,1220,0,1490,387500,3,0,0,98115
3,1.0,1500,1.0,1500,0,1820,396000,3,0,0,98072
3,1.75,1830,1.0,1430,400,2140,373000,3,0,1,98055
4,2.25,2470,2.0,2470,0,2330,359900,3,0,0,98058
2,1.0,800,1.0,670,130,1210,410000,3,0,0,98115
4,2.5,2900,2.0,2900,0,2900,690000,3,0,0,98053
3,2.0,1410,1.0,1410,0,1670,245000,3,0,0,98030
5,2.5,2830,1.0,1610,1220,2670,700000,5,0,1,98075
4,1.75,1680,1.0,1100,580,2400,268000,3,0,0,98198
3,1.75,1760,1.0,920,840,1350,225000,3,0,0,98042
4,2.25,2240,2.0,2240,0,2300,980000,3,0,0,98004
2,1.0,1380,1.5,1380,0,1500,795000,3,0,2,98106
2,1.0,820,1.0,820,0,1170,195000,3,0,0,98118
4,2.0,2180,1.0,1730,450,2180,480000,2,0,0,98005
4,2.0,1400,1.0,1100,300,1630,485000,3,0,0,98119
2,1.0,880,1.0,880,0,1410,130000,3,0,0,98188
2,1.0,1060,1.0,1060,0,2240,325000,4,0,2,98198
3,1.75,1530,1.0,1530,0,1530,440000,4,0,0,98034
4,1.75,2480,1.0,1460,1020,2910,550000,3,0,3,98155
3,1.75,1490,1.0,1490,0,1350,310000,5,0,0,98059
3,2.5,3660,2.0,3260,400,2700,530000,4,0,2,98022
4,2.5,2340,2.0,2340,0,1970,390000,3,0,0,98031
3,1.75,1450,1.0,1450,0,1210,243000,4,0,0,98001
4,2.5,2210,2.0,2210,0,2440,639000,3,0,0,98074
4,1.0,1130,1.0,1130,0,1540,215000,4,0,0,98003
5,1.75,1550,1.0,1100,450,1420,405000,3,0,0,98011
4,1.75,1710,1.0,1010,700,1770,250000,5,0,0,98032
3,1.5,1010,1.0,1010,0,1300,405500,5,0,0,98155
6,2.25,2660,2.0,2660,0,1120,452000,3,0,0,98125
6,2.25,2660,2.0,2660,0,1120,730000,3,0,0,98125
3,2.0,1300,1.0,1300,0,1430,267000,3,0,0,98010
3,2.5,1670,2.0,1670,0,2390,289950,3,0,0,98038
2,1.0,960,1.0,960,0,1300,565000,5,0,0,98103
3,2.5,2140,2.0,1770,370,2510,636000,3,0,0,98052
5,3.0,2520,1.0,1550,970,1700,350000,3,0,0,98178
3,1.5,1650,1.0,1130,520,1720,320000,5,0,0,98058
2,1.75,1440,1.0,1440,0,1320,210000,4,0,0,98198
2,1.0,1050,1.0,1050,0,1280,245000,3,0,0,98126
3,1.75,1470,1.0,1130,340,1590,328000,3,0,0,98059
4,2.25,4230,2.0,4230,0,3890,985000,3,0,0,98077
3,1.75,1970,1.0,1370,600,2460,501000,5,0,3,98055
3,2.25,1540,2.0,1540,0,1560,315000,3,0,0,98045
3,2.75,2090,2.0,2090,0,2280,403000,3,0,0,98019
3,2.0,2380,2.0,2110,270,2030,550000,4,0,0,98155
4,2.5,2156,2.0,2156,0,1708,347500,3,0,0,98030
4,2.25,2070,2.0,2070,0,2390,365000,4,0,0,98058
3,1.0,1910,1.0,1270,640,1500,588000,4,0,0,98117
3,1.75,1920,1.0,1260,660,2360,605000,4,0,0,98006
3,2.0,1400,1.0,1400,0,2020,233000,3,0,0,98001
4,2.5,2210,2.0,2210,0,2210,360000,3,0,0,98030
2,1.75,1170,1.0,1020,150,1170,459000,3,0,0,98117
3,2.0,2100,1.0,2100,0,2290,740000,4,0,0,98077
3,1.0,1160,1.0,1160,0,1160,305000,3,0,0,98077
3,1.0,1500,1.0,900,600,950,395000,3,0,0,98117
4,2.5,2940,2.0,2940,0,2510,560000,3,0,0,98011
4,1.75,2010,1.0,1300,710,2180,650000,4,0,1,98116
3,2.5,2170,2.0,2170,0,2010,449950,3,0,0,98028
3,1.5,1430,1.0,1250,180,2210,517500,4,0,3,98117
4,1.5,1510,1.0,1070,440,1450,435000,3,0,0,98034
3,1.0,1150,1.0,800,350,1150,329999,3,0,0,98155
3,1.75,2150,1.0,1140,1010,2510,950000,5,0,4,98116
3,1.0,1370,1.0,1230,140,1370,447000,5,0,0,98108
2,2.5,2380,1.0,2380,0,1870,699800,3,0,0,98053
3,1.75,1370,1.0,770,600,1390,850000,5,0,0,98112
3,1.75,1600,1.0,1070,530,2140,316500,3,0,0,98023
5,3.5,3750,1.0,2030,1720,3270,942500,4,0,2,98006
4,2.25,2400,1.0,2400,0,2580,856600,4,0,0,98005
5,1.5,2830,2.5,2830,0,1480,405600,4,0,0,98118
4,2.5,2440,2.0,2440,0,2560,565000,3,0,0,98053
3,2.25,1190,2.0,1050,140,1210,400000,3,0,0,98116
3,2.0,1400,1.0,1400,0,2230,330000,3,0,0,98019
4,2.75,2730,2.0,2730,0,2230,374950,3,0,0,98038
3,2.75,2390,1.0,1610,780,1920,405300,5,0,0,98056
3,2.25,2060,2.0,2060,0,2160,560000,3,0,0,98074
4,2.25,2490,1.0,1290,1200,2360,824000,4,0,0,98004
3,1.75,1100,1.0,1100,0,1400,260000,5,0,0,98042
4,2.5,2430,1.0,1470,960,2180,760000,5,0,0,98115
3,2.5,3170,2.0,2360,810,2970,405000,3,0,0,98023
4,2.5,2640,2.0,2640,0,2240,429900,3,0,0,98058
3,1.5,1130,1.0,1130,0,1320,341500,4,0,0,98056
5,2.0,1940,1.5,1940,0,1940,465250,3,0,0,98177
2,2.0,1100,1.5,1100,0,1390,450000,3,0,0,98117
3,1.0,1200,1.0,1200,0,1370,390000,4,0,0,98006
3,2.25,2000,1.0,1000,1000,2070,420000,4,0,0,98008
3,2.5,1890,2.0,1730,160,1910,269950,3,0,0,98168
4,2.0,1910,1.0,1060,850,1520,493000,3,0,0,98122
4,2.5,2710,2.0,2710,0,2520,370000,3,0,0,98092
3,1.0,1250,1.0,1250,0,1450,305000,5,0,0,98059
3,1.75,1590,1.5,970,620,2030,400000,5,0,0,98034
3,1.5,1240,2.0,1050,190,1180,320000,3,0,0,98133
4,1.0,2000,2.0,2000,0,1260,715000,4,0,0,98103
6,2.75,3610,1.5,3610,0,2560,650000,4,0,0,98008
5,1.75,1930,1.0,1930,0,2370,218000,4,0,0,98023
2,1.0,1280,1.0,1280,0,1540,500000,3,0,0,98117
4,2.0,2090,1.0,2090,0,2380,460000,4,0,0,98027
3,1.5,1940,1.0,1140,800,1410,232500,4,0,0,98003
3,2.5,1800,2.0,1800,0,1800,408200,4,0,0,98106
3,1.75,1730,1.0,1400,330,1830,522000,4,0,0,98052
4,2.5,2810,2.0,2810,0,3100,675000,3,0,0,98074
4,1.0,1330,1.5,1330,0,1570,249950,3,0,0,98168
2,1.0,750,1.0,750,0,1460,210000,3,0,0,98168
4,1.0,1760,1.0,1090,670,1180,429950,3,0,0,98133
4,2.5,3200,2.0,3200,0,2930,737500,3,0,0,98053
4,2.0,1740,1.0,1740,0,1850,710000,5,0,0,98033
3,2.5,2100,2.0,2100,0,2100,470000,3,0,0,98065
4,3.5,4270,1.0,4270,0,3510,1100000,4,0,0,98077
3,2.0,1340,1.5,1340,0,2030,650000,3,0,0,98103
3,2.5,1630,2.0,1630,0,1380,422120,3,0,0,98034
5,2.5,2990,2.0,2990,0,3150,625000,3,0,0,98011
4,1.0,1550,1.5,1550,0,1220,385200,3,0,0,98126
3,2.25,1690,2.0,1690,0,1800,500000,3,0,0,98029
4,2.25,1960,2.0,1960,0,1910,308000,3,0,0,98042
3,2.75,2390,1.0,1360,1030,2140,565000,5,0,0,98006
3,2.5,2600,2.0,2600,0,2600,581000,3,0,0,98053
3,2.0,1950,1.0,1950,0,2330,361000,3,0,0,98042
3,1.0,1250,1.0,1250,0,1530,345000,4,0,0,98008
2,2.25,1180,2.0,840,340,1310,419000,3,0,0,98122
3,2.5,1680,2.0,1680,0,2160,347000,3,0,0,98056
4,2.25,2220,2.0,2220,0,3000,625000,3,0,0,98075
3,3.25,2660,2.5,2660,0,1320,379000,3,0,0,98010
3,1.5,1150,2.0,1150,0,1150,310000,3,0,0,98029
2,2.0,1130,1.0,1130,0,1320,250000,4,0,0,98030
5,2.75,2760,2.0,2760,0,2870,682000,3,0,0,98059
3,2.0,1430,1.0,1430,0,1580,246500,3,0,0,98022
3,1.0,1490,1.5,1490,0,1580,325000,4,0,0,98092
4,2.5,2030,2.0,2030,0,2095,310950,3,0,0,98031
3,2.0,3010,2.0,1890,1120,2688,1100000,5,0,2,98199
3,1.0,1810,1.0,1130,680,1810,287500,4,0,0,98133
3,1.0,1810,1.0,1130,680,1810,431000,4,0,0,98133
3,1.0,970,1.0,970,0,1290,226000,3,0,0,98118
3,1.75,2010,1.5,1510,500,1600,825000,5,0,0,98103
4,1.0,1300,1.5,1300,0,1240,175000,3,0,0,98168
3,1.5,1260,1.0,1260,0,1800,465750,3,0,0,98008
4,2.25,2610,2.0,2610,0,2550,659000,3,0,0,98075
3,1.75,1910,1.0,1110,800,1630,595000,3,0,3,98115
3,2.25,1780,2.0,1780,0,1780,350000,4,0,0,98058
4,2.25,1900,1.0,1900,0,2120,270000,4,0,0,98023
6,2.25,2450,1.0,1340,1110,1850,662500,3,0,2,98008
3,1.75,1380,1.0,1380,0,1490,249900,4,0,0,98001
3,1.75,1920,1.0,1230,690,1980,324500,4,0,0,98023
2,1.75,1350,1.0,1350,0,1350,430000,3,0,0,98053
2,1.75,1350,1.0,1350,0,1350,419950,3,0,0,98053
4,1.75,2510,1.0,1290,1220,1790,285000,4,0,2,98032
4,2.5,2470,2.0,2470,0,2100,332000,3,0,0,98092
4,1.75,1660,1.0,960,700,1340,282000,3,0,0,98168
3,1.0,1340,1.0,940,400,1020,320000,3,0,0,98133
3,1.0,1620,1.5,1620,0,2440,428750,4,0,0,98006
3,2.25,2300,2.0,2300,0,1760,330000,3,0,0,98022
4,3.5,2000,3.0,2000,0,1440,456500,3,0,0,98177
3,2.25,1640,1.0,1640,0,1870,352000,4,0,0,98059
4,2.0,1530,1.5,1530,0,1860,664000,4,0,0,98105
3,1.75,4000,1.0,2190,1810,2530,628000,3,0,0,98011
3,1.75,1610,1.0,1080,530,1780,512000,3,0,0,98052
3,2.0,2070,1.0,1450,620,1630,254000,4,0,0,98023
4,2.5,1900,2.0,1900,0,2030,535800,3,0,0,98029
3,1.0,1050,1.0,1050,0,1610,287653,4,0,0,98038
3,2.5,1520,2.0,1180,340,1270,438000,3,0,0,98136
4,1.75,2390,1.0,1750,640,1840,450000,3,0,0,98028
5,2.75,2400,2.0,2400,0,2400,327000,3,0,0,98092
4,2.5,1790,2.0,1790,0,1950,370500,3,0,0,98059
3,2.5,1720,2.0,1720,0,1570,265000,3,0,0,98038
4,2.75,2980,1.0,1800,1180,1920,450000,4,0,0,98056
3,1.0,1520,1.5,1520,0,2640,425000,5,0,3,98027
3,1.75,1150,1.0,1150,0,1330,166600,4,0,0,98042
1,0.75,380,1.0,380,0,1170,245000,3,0,0,98168
3,1.0,910,1.0,910,0,1520,565000,3,0,0,98115
3,1.75,1650,1.0,1230,420,1930,539900,3,0,0,98033
3,3.5,2480,2.0,2480,0,1980,910000,3,0,0,98144
4,2.5,2050,2.0,2050,0,2050,280000,3,0,0,98092
3,2.25,1420,2.0,1420,0,1560,275000,4,0,0,98038
3,2.5,3460,2.0,3460,0,2490,467000,3,0,0,98056
3,2.5,1500,2.0,1500,0,1730,457500,3,0,0,98029
2,1.0,1320,1.0,1320,0,1270,381156,4,0,0,98118
5,2.5,2180,1.0,1220,960,2050,289999,4,0,0,98092
3,1.75,1830,1.0,1230,600,1950,642450,3,0,0,98144
3,2.25,1620,1.0,1220,400,1600,469950,3,0,0,98007
3,2.0,2920,1.0,1460,1460,2920,795000,5,0,2,98033
4,2.5,3300,2.0,3300,0,2820,785000,3,0,0,98074
3,2.25,3060,2.0,3060,0,3060,860000,3,0,0,98006
3,1.0,1530,1.0,1530,0,1380,147500,3,0,0,98031
3,2.0,1910,1.0,1410,500,2040,390000,3,0,0,98011
3,1.0,1020,1.0,1020,0,1020,229000,3,0,0,98198
3,1.0,1150,1.0,1150,0,1120,185000,3,0,0,98168
3,1.5,1260,1.0,870,390,1620,414900,3,0,0,98115
4,2.0,1920,1.0,920,1000,1120,200000,2,0,0,98136
4,2.25,1800,1.0,1800,0,2060,225000,3,0,0,98092
3,1.75,2040,2.0,1360,680,1610,720000,5,0,0,98105
